business_postal_code,population ,avg_income,inspection_id,inspection_date,inspection_score,risk_category,Neighborhoods,Current Police Districts
94131,27897,76044,2692_20170322,March,96.0,Low Risk,96.0,9.0
94131,27897,76044,2664_20181211,December,72.0,Moderate Risk,84.0,9.0
94131,27897,76044,2664_20171031,October,88.0,Moderate Risk,84.0,9.0
94131,27897,76044,1381_20170822,August,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,5959_20180301,March,98.0,Low Risk,96.0,9.0
94131,27897,76044,2664_20181211,December,72.0,High Risk,84.0,9.0
94131,27897,76044,1339_20170822,August,80.0,Moderate Risk,96.0,9.0
94131,27897,76044,507_20190814,August,90.0,Low Risk,96.0,9.0
94131,27897,76044,2692_20171114,November,85.0,Moderate Risk,96.0,9.0
94131,27897,76044,34665_20170503,May,90.0,Low Risk,96.0,9.0
94131,27897,76044,22606_20190806,August,86.0,Moderate Risk,96.0,9.0
94131,27897,76044,27055_20180205,February,90.0,Low Risk,59.0,9.0
94131,27897,76044,5844_20171101,November,91.0,Low Risk,111.0,7.0
94131,27897,76044,32738_20170503,May,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,2684_20190715,July,87.0,High Risk,84.0,9.0
94131,27897,76044,2684_20161102,November,83.0,High Risk,84.0,9.0
94131,27897,76044,39888_20180110,January,90.0,Moderate Risk,84.0,9.0
94131,27897,76044,2664_20161102,November,85.0,High Risk,84.0,9.0
94131,27897,76044,11610_20190107,January,87.0,Moderate Risk,59.0,9.0
94131,27897,76044,507_20161128,November,90.0,Low Risk,96.0,9.0
94131,27897,76044,1339_20161221,December,90.0,Low Risk,96.0,9.0
94131,27897,76044,1641_20170627,June,77.0,Low Risk,84.0,9.0
94131,27897,76044,5033_20170104,January,86.0,Low Risk,96.0,9.0
94131,27897,76044,5844_20161108,November,98.0,Low Risk,111.0,7.0
94131,27897,76044,2664_20190613,June,60.0,Low Risk,84.0,9.0
94131,27897,76044,5855_20170428,April,90.0,Moderate Risk,96.0,9.0
94131,27897,76044,39888_20190729,July,92.0,Low Risk,84.0,9.0
94131,27897,76044,3819_20171031,October,87.0,Low Risk,57.0,9.0
94131,27897,76044,60544_20180531,May,98.0,Low Risk,96.0,9.0
94131,27897,76044,2684_20161102,November,83.0,Moderate Risk,84.0,9.0
94131,27897,76044,5851_20170317,March,98.0,Low Risk,51.0,7.0
94131,27897,76044,2664_20190613,June,60.0,Moderate Risk,84.0,9.0
94131,27897,76044,1339_20170822,August,80.0,Low Risk,96.0,9.0
94131,27897,76044,34665_20180604,June,83.0,Moderate Risk,96.0,9.0
94131,27897,76044,22606_20190204,February,83.0,Low Risk,96.0,9.0
94131,27897,76044,2684_20190107,January,84.0,Moderate Risk,84.0,9.0
94131,27897,76044,5180_20170207,February,85.0,High Risk,84.0,9.0
94131,27897,76044,5033_20170104,January,86.0,Moderate Risk,96.0,9.0
94131,27897,76044,1381_20161128,November,85.0,High Risk,96.0,9.0
94131,27897,76044,1381_20170822,August,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,39888_20190109,January,88.0,Low Risk,84.0,9.0
94131,27897,76044,2692_20190304,March,96.0,Low Risk,96.0,9.0
94131,27897,76044,2664_20181211,December,72.0,Low Risk,84.0,9.0
94131,27897,76044,2664_20171031,October,88.0,Low Risk,84.0,9.0
94131,27897,76044,5818_20170324,March,91.0,Low Risk,84.0,9.0
94131,27897,76044,1339_20170822,August,80.0,Moderate Risk,96.0,9.0
94131,27897,76044,5959_20171002,October,94.0,Low Risk,96.0,9.0
94131,27897,76044,5033_20180803,August,83.0,High Risk,96.0,9.0
94131,27897,76044,5033_20170822,August,90.0,Low Risk,96.0,9.0
94131,27897,76044,2692_20170322,March,96.0,Low Risk,96.0,9.0
94131,27897,76044,5180_20170207,February,85.0,Low Risk,84.0,9.0
94131,27897,76044,1641_20180716,July,90.0,Low Risk,84.0,9.0
94131,27897,76044,1641_20180716,July,90.0,Low Risk,84.0,9.0
94131,27897,76044,2664_20181211,December,72.0,High Risk,84.0,9.0
94131,27897,76044,22606_20170308,March,90.0,Low Risk,96.0,9.0
94131,27897,76044,39888_20190109,January,88.0,Low Risk,84.0,9.0
94131,27897,76044,17346_20171031,October,98.0,Low Risk,57.0,9.0
94131,27897,76044,34665_20170503,May,90.0,Low Risk,96.0,9.0
94131,27897,76044,2664_20161102,November,85.0,Moderate Risk,84.0,9.0
94131,27897,76044,5959_20181016,October,94.0,Low Risk,96.0,9.0
94131,27897,76044,2684_20190715,July,87.0,Low Risk,84.0,9.0
94131,27897,76044,507_20180803,August,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,22606_20190806,August,86.0,Low Risk,96.0,9.0
94131,27897,76044,1339_20180619,June,89.0,High Risk,96.0,9.0
94131,27897,76044,34665_20190612,June,81.0,High Risk,96.0,9.0
94131,27897,76044,2692_20171114,November,85.0,High Risk,96.0,9.0
94131,27897,76044,1339_20170822,August,80.0,Moderate Risk,96.0,9.0
94131,27897,76044,27055_20180205,February,90.0,Low Risk,59.0,9.0
94131,27897,76044,2664_20190613,June,60.0,Moderate Risk,84.0,9.0
94131,27897,76044,5855_20170428,April,90.0,Low Risk,96.0,9.0
94131,27897,76044,1381_20180719,July,96.0,Low Risk,96.0,9.0
94131,27897,76044,507_20161128,November,90.0,Low Risk,96.0,9.0
94131,27897,76044,22606_20180531,May,92.0,Low Risk,96.0,9.0
94131,27897,76044,39888_20190729,July,92.0,Low Risk,84.0,9.0
94131,27897,76044,2664_20171031,October,88.0,Low Risk,84.0,9.0
94131,27897,76044,5180_20170207,February,85.0,Low Risk,84.0,9.0
94131,27897,76044,2684_20190107,January,84.0,Low Risk,84.0,9.0
94131,27897,76044,11610_20161227,December,90.0,Moderate Risk,59.0,9.0
94131,27897,76044,1339_20161221,December,90.0,Moderate Risk,96.0,9.0
94131,27897,76044,32738_20170503,May,92.0,Low Risk,96.0,9.0
94131,27897,76044,5033_20180803,August,83.0,Low Risk,96.0,9.0
94131,27897,76044,27055_20170322,March,96.0,Low Risk,59.0,9.0
94131,27897,76044,507_20170823,August,86.0,Moderate Risk,96.0,9.0
94131,27897,76044,2664_20190613,June,60.0,Low Risk,84.0,9.0
94131,27897,76044,2664_20190613,June,60.0,High Risk,84.0,9.0
94131,27897,76044,2664_20181211,December,72.0,Low Risk,84.0,9.0
94131,27897,76044,2684_20180327,March,87.0,Low Risk,84.0,9.0
94131,27897,76044,2684_20161102,November,83.0,Low Risk,84.0,9.0
94131,27897,76044,5855_20161102,November,88.0,Low Risk,96.0,9.0
94131,27897,76044,34665_20190612,June,81.0,Low Risk,96.0,9.0
94131,27897,76044,5033_20180803,August,83.0,Low Risk,96.0,9.0
94131,27897,76044,5033_20170822,August,90.0,Low Risk,96.0,9.0
94131,27897,76044,39888_20190109,January,88.0,Moderate Risk,84.0,9.0
94131,27897,76044,1339_20170822,August,80.0,Low Risk,96.0,9.0
94131,27897,76044,3819_20171031,October,87.0,Low Risk,57.0,9.0
94131,27897,76044,22606_20190204,February,83.0,Moderate Risk,96.0,9.0
94131,27897,76044,5851_20171101,November,96.0,Low Risk,51.0,7.0
94131,27897,76044,3819_20171031,October,87.0,Low Risk,57.0,9.0
94131,27897,76044,2684_20180327,March,87.0,Low Risk,84.0,9.0
94131,27897,76044,5818_20170324,March,91.0,High Risk,84.0,9.0
94131,27897,76044,507_20180803,August,92.0,Low Risk,96.0,9.0
94131,27897,76044,2664_20190613,June,60.0,Low Risk,84.0,9.0
94131,27897,76044,32738_20190612,June,93.0,High Risk,96.0,9.0
94131,27897,76044,5033_20180803,August,83.0,Low Risk,96.0,9.0
94131,27897,76044,1339_20180619,June,89.0,Low Risk,96.0,9.0
94131,27897,76044,507_20190814,August,90.0,Low Risk,96.0,9.0
94131,27897,76044,22606_20180531,May,92.0,Low Risk,96.0,9.0
94131,27897,76044,27055_20180205,February,90.0,Low Risk,59.0,9.0
94131,27897,76044,1641_20180716,July,90.0,Low Risk,84.0,9.0
94131,27897,76044,5959_20181016,October,94.0,Moderate Risk,96.0,9.0
94131,27897,76044,60544_20170413,April,96.0,Low Risk,96.0,9.0
94131,27897,76044,1339_20170822,August,80.0,Low Risk,96.0,9.0
94131,27897,76044,32738_20180531,May,92.0,Low Risk,96.0,9.0
94131,27897,76044,5033_20190806,August,96.0,Low Risk,96.0,9.0
94131,27897,76044,2684_20161102,November,83.0,Moderate Risk,84.0,9.0
94131,27897,76044,5033_20170104,January,86.0,Low Risk,96.0,9.0
94131,27897,76044,5814_20180205,February,98.0,Low Risk,59.0,9.0
94131,27897,76044,1641_20170627,June,77.0,Moderate Risk,84.0,9.0
94131,27897,76044,2684_20190107,January,84.0,Low Risk,84.0,9.0
94131,27897,76044,22606_20190806,August,86.0,Moderate Risk,96.0,9.0
94131,27897,76044,2664_20161102,November,85.0,Low Risk,84.0,9.0
94131,27897,76044,5844_20170518,May,91.0,Low Risk,111.0,7.0
94131,27897,76044,2664_20171031,October,88.0,Low Risk,84.0,9.0
94131,27897,76044,32738_20170503,May,92.0,Low Risk,96.0,9.0
94131,27897,76044,34665_20180604,June,83.0,Moderate Risk,96.0,9.0
94131,27897,76044,507_20161128,November,90.0,Low Risk,96.0,9.0
94131,27897,76044,507_20180803,August,92.0,Low Risk,96.0,9.0
94131,27897,76044,11610_20190107,January,87.0,High Risk,59.0,9.0
94131,27897,76044,2684_20190107,January,84.0,Low Risk,84.0,9.0
94131,27897,76044,5033_20170104,January,86.0,Low Risk,96.0,9.0
94131,27897,76044,34665_20170503,May,90.0,Low Risk,96.0,9.0
94131,27897,76044,34665_20190612,June,81.0,Low Risk,96.0,9.0
94131,27897,76044,39888_20190729,July,92.0,Moderate Risk,84.0,9.0
94131,27897,76044,1381_20161128,November,85.0,Low Risk,96.0,9.0
94131,27897,76044,1641_20170627,June,77.0,Moderate Risk,84.0,9.0
94131,27897,76044,22606_20180531,May,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,2664_20181211,December,72.0,Low Risk,84.0,9.0
94131,27897,76044,3819_20180918,September,96.0,Moderate Risk,57.0,9.0
94131,27897,76044,1641_20170627,June,77.0,Low Risk,84.0,9.0
94131,27897,76044,507_20190814,August,90.0,Moderate Risk,96.0,9.0
94131,27897,76044,1339_20180619,June,89.0,Low Risk,96.0,9.0
94131,27897,76044,5855_20161102,November,88.0,Low Risk,96.0,9.0
94131,27897,76044,5851_20171101,November,96.0,Low Risk,51.0,7.0
94131,27897,76044,2664_20190613,June,60.0,Moderate Risk,84.0,9.0
94131,27897,76044,5033_20170822,August,90.0,Moderate Risk,96.0,9.0
94131,27897,76044,507_20170823,August,86.0,Moderate Risk,96.0,9.0
94131,27897,76044,1339_20161221,December,90.0,Low Risk,96.0,9.0
94131,27897,76044,5180_20180205,February,94.0,Low Risk,84.0,9.0
94131,27897,76044,39888_20170425,April,96.0,Low Risk,84.0,9.0
94131,27897,76044,34665_20180604,June,83.0,Low Risk,96.0,9.0
94131,27897,76044,22606_20190204,February,83.0,Moderate Risk,96.0,9.0
94131,27897,76044,27055_20170322,March,96.0,Low Risk,59.0,9.0
94131,27897,76044,5855_20170428,April,90.0,Moderate Risk,96.0,9.0
94131,27897,76044,2664_20190613,June,60.0,Moderate Risk,84.0,9.0
94131,27897,76044,39888_20180110,January,90.0,Low Risk,84.0,9.0
94131,27897,76044,69475_20190703,July,98.0,Low Risk,96.0,9.0
94131,27897,76044,69475_20190118,January,90.0,Moderate Risk,96.0,9.0
94131,27897,76044,69291_20180924,September,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,65549_20180619,June,93.0,High Risk,59.0,9.0
94131,27897,76044,66612_20180612,June,92.0,Moderate Risk,84.0,9.0
94131,27897,76044,69475_20170531,May,92.0,Low Risk,96.0,9.0
94131,27897,76044,69291_20170822,August,94.0,Moderate Risk,96.0,9.0
94131,27897,76044,69475_20190118,January,90.0,Low Risk,96.0,9.0
94131,27897,76044,66612_20170413,April,92.0,Moderate Risk,84.0,9.0
94131,27897,76044,69475_20170531,May,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,66612_20180612,June,92.0,Low Risk,84.0,9.0
94131,27897,76044,69291_20170822,August,94.0,Low Risk,96.0,9.0
94131,27897,76044,65549_20170518,May,96.0,Low Risk,59.0,9.0
94131,27897,76044,66612_20170413,April,92.0,Low Risk,84.0,9.0
94131,27897,76044,69475_20180319,March,96.0,Low Risk,96.0,9.0
94131,27897,76044,69475_20190118,January,90.0,Moderate Risk,96.0,9.0
94131,27897,76044,66612_20180612,June,92.0,Low Risk,84.0,9.0
94131,27897,76044,69475_20170531,May,92.0,Low Risk,96.0,9.0
94131,27897,76044,69291_20180924,September,92.0,Moderate Risk,96.0,9.0
94131,27897,76044,69475_20180319,March,96.0,Low Risk,96.0,9.0
94131,27897,76044,65549_20170518,May,96.0,Low Risk,59.0,9.0
94114,30574,75727,1352_20180620,June,74.0,Low Risk,38.0,3.0
94114,30574,75727,7211_20181001,October,86.0,Moderate Risk,115.0,3.0
94114,30574,75727,1289_20161206,December,94.0,Moderate Risk,115.0,3.0
94114,30574,75727,943_20180426,April,76.0,Moderate Risk,28.0,7.0
94114,30574,75727,5838_20190925,September,93.0,High Risk,115.0,3.0
94114,30574,75727,36614_20180725,July,83.0,Moderate Risk,38.0,3.0
94114,30574,75727,1352_20161129,November,86.0,Moderate Risk,38.0,3.0
94114,30574,75727,4483_20171201,December,90.0,Low Risk,84.0,3.0
94114,30574,75727,3331_20181015,October,94.0,Low Risk,38.0,3.0
94114,30574,75727,1434_20161205,December,96.0,Low Risk,84.0,3.0
94114,30574,75727,20327_20180717,July,84.0,High Risk,84.0,3.0
94114,30574,75727,1352_20180620,June,74.0,High Risk,38.0,3.0
94114,30574,75727,3331_20171127,November,94.0,Moderate Risk,38.0,3.0
94114,30574,75727,4509_20180504,May,92.0,Moderate Risk,28.0,3.0
94114,30574,75727,2863_20170830,August,88.0,Low Risk,84.0,3.0
94114,30574,75727,4509_20170209,February,89.0,High Risk,28.0,3.0
94114,30574,75727,5892_20161104,November,98.0,Low Risk,37.0,3.0
94114,30574,75727,2750_20180801,August,88.0,Low Risk,84.0,3.0
94114,30574,75727,7207_20170105,January,92.0,Low Risk,28.0,7.0
94114,30574,75727,26025_20181010,October,87.0,Low Risk,38.0,3.0
94114,30574,75727,3850_20190924,September,88.0,Low Risk,38.0,3.0
94114,30574,75727,38070_20181026,October,82.0,Low Risk,28.0,7.0
94114,30574,75727,36014_20170110,January,92.0,Low Risk,28.0,3.0
94114,30574,75727,2721_20170816,August,80.0,High Risk,37.0,3.0
94114,30574,75727,2759_20180516,May,84.0,Moderate Risk,28.0,7.0
94114,30574,75727,3834_20170209,February,90.0,Moderate Risk,28.0,3.0
94114,30574,75727,5813_20180226,February,94.0,Moderate Risk,84.0,3.0
94114,30574,75727,63156_20181017,October,84.0,Moderate Risk,38.0,3.0
94114,30574,75727,5892_20170927,September,96.0,Low Risk,37.0,3.0
94114,30574,75727,35317_20171205,December,90.0,Moderate Risk,28.0,7.0
94114,30574,75727,902_20170630,June,94.0,Low Risk,38.0,3.0
94114,30574,75727,60400_20190423,April,90.0,Moderate Risk,38.0,3.0
94114,30574,75727,19205_20180912,September,87.0,Moderate Risk,37.0,3.0
94114,30574,75727,33831_20180821,August,96.0,Moderate Risk,38.0,3.0
94114,30574,75727,1609_20190801,August,84.0,Moderate Risk,84.0,3.0
94114,30574,75727,3846_20180418,April,90.0,Low Risk,37.0,3.0
94114,30574,75727,63156_20170802,August,81.0,High Risk,38.0,3.0
94114,30574,75727,4500_20190314,March,96.0,Moderate Risk,37.0,3.0
94114,30574,75727,4978_20171010,October,70.0,High Risk,84.0,3.0
94114,30574,75727,39205_20180524,May,88.0,Moderate Risk,51.0,3.0
94114,30574,75727,3867_20180213,February,81.0,Moderate Risk,84.0,3.0
94114,30574,75727,2750_20170823,August,84.0,Moderate Risk,84.0,3.0
94114,30574,75727,7211_20171018,October,88.0,Low Risk,115.0,3.0
94114,30574,75727,1289_20190404,April,90.0,Low Risk,115.0,3.0
94114,30574,75727,2274_20190625,June,92.0,Moderate Risk,28.0,7.0
94114,30574,75727,1434_20171201,December,92.0,Low Risk,84.0,3.0
94114,30574,75727,2759_20170103,January,88.0,Moderate Risk,28.0,7.0
94114,30574,75727,18825_20181126,November,78.0,High Risk,84.0,3.0
94114,30574,75727,2615_20190301,March,90.0,Moderate Risk,38.0,3.0
94114,30574,75727,4978_20171010,October,70.0,High Risk,84.0,3.0
94114,30574,75727,5856_20170928,September,96.0,Low Risk,37.0,3.0
94114,30574,75727,3846_20190718,July,87.0,Low Risk,37.0,3.0
94114,30574,75727,4483_20180801,August,92.0,Moderate Risk,84.0,3.0
94114,30574,75727,62771_20180418,April,90.0,Moderate Risk,38.0,3.0
94114,30574,75727,4479_20190412,April,79.0,Moderate Risk,28.0,7.0
94114,30574,75727,61326_20171215,December,96.0,Moderate Risk,38.0,3.0
94114,30574,75727,35862_20180125,January,78.0,Moderate Risk,84.0,3.0
94114,30574,75727,63016_20171017,October,92.0,Moderate Risk,84.0,3.0
94114,30574,75727,25777_20170721,July,85.0,High Risk,37.0,3.0
94114,30574,75727,1124_20171114,November,80.0,High Risk,28.0,7.0
94114,30574,75727,3834_20180618,June,87.0,High Risk,28.0,3.0
94114,30574,75727,60400_20170905,September,87.0,Low Risk,38.0,3.0
94114,30574,75727,4483_20171201,December,90.0,Moderate Risk,84.0,3.0
94114,30574,75727,20327_20171107,November,83.0,High Risk,84.0,3.0
94114,30574,75727,2615_20180813,August,94.0,Moderate Risk,38.0,3.0
94114,30574,75727,5000_20180629,June,98.0,Low Risk,38.0,3.0
94114,30574,75727,38070_20171116,November,88.0,Low Risk,28.0,7.0
94114,30574,75727,35317_20180612,June,92.0,Low Risk,28.0,7.0
94114,30574,75727,63016_20190812,August,86.0,Low Risk,84.0,3.0
94114,30574,75727,1352_20190819,August,83.0,Moderate Risk,38.0,3.0
94114,30574,75727,5838_20170323,March,98.0,Low Risk,115.0,3.0
94114,30574,75727,3850_20161215,December,87.0,High Risk,38.0,3.0
94114,30574,75727,3846_20190718,July,87.0,High Risk,37.0,3.0
94114,30574,75727,1352_20190115,January,86.0,Moderate Risk,38.0,3.0
94114,30574,75727,39205_20190626,June,86.0,Moderate Risk,51.0,3.0
94114,30574,75727,1631_20190904,September,79.0,Moderate Risk,84.0,3.0
94114,30574,75727,2615_20180813,August,94.0,Low Risk,38.0,3.0
94114,30574,75727,2721_20180718,July,85.0,Moderate Risk,37.0,3.0
94114,30574,75727,62771_20170809,August,80.0,Moderate Risk,38.0,3.0
94114,30574,75727,4500_20170907,September,85.0,Moderate Risk,37.0,3.0
94114,30574,75727,36876_20180904,September,92.0,Moderate Risk,38.0,3.0
94114,30574,75727,2759_20190424,April,83.0,Moderate Risk,28.0,7.0
94114,30574,75727,2615_20170818,August,90.0,Low Risk,38.0,3.0
94114,30574,75727,4978_20180522,May,96.0,Moderate Risk,84.0,3.0
94114,30574,75727,1354_20190131,January,90.0,Moderate Risk,38.0,3.0
94114,30574,75727,4978_20171010,October,70.0,Moderate Risk,84.0,3.0
94114,30574,75727,4987_20180614,June,89.0,High Risk,38.0,3.0
94114,30574,75727,63156_20170802,August,81.0,Moderate Risk,38.0,3.0
94114,30574,75727,4479_20170105,January,92.0,Moderate Risk,28.0,7.0
94114,30574,75727,1609_20180425,April,76.0,Moderate Risk,84.0,3.0
94114,30574,75727,60380_20170920,September,92.0,Moderate Risk,84.0,3.0
94114,30574,75727,62771_20170809,August,80.0,Low Risk,38.0,3.0
94114,30574,75727,1289_20190404,April,90.0,Moderate Risk,115.0,3.0
94114,30574,75727,5856_20190923,September,98.0,Low Risk,37.0,3.0
94114,30574,75727,35862_20181002,October,94.0,Moderate Risk,84.0,3.0
94114,30574,75727,25777_20180313,March,92.0,Moderate Risk,37.0,3.0
94114,30574,75727,7211_20190926,September,92.0,Low Risk,115.0,3.0
94114,30574,75727,4483_20180801,August,92.0,Moderate Risk,84.0,3.0
94114,30574,75727,1280_20190219,February,93.0,High Risk,28.0,7.0
94114,30574,75727,4702_20190805,August,94.0,Moderate Risk,84.0,3.0
94114,30574,75727,63016_20190812,August,86.0,Moderate Risk,84.0,3.0
94114,30574,75727,1434_20190829,August,96.0,Moderate Risk,84.0,3.0
94114,30574,75727,315_20180723,July,84.0,Moderate Risk,38.0,3.0
94114,30574,75727,3868_20190606,June,89.0,Low Risk,84.0,3.0
94114,30574,75727,38070_20181026,October,82.0,Low Risk,28.0,7.0
94114,30574,75727,5813_20180226,February,94.0,Low Risk,84.0,3.0
94114,30574,75727,18825_20190918,September,85.0,Low Risk,84.0,3.0
94114,30574,75727,4480_20180711,July,98.0,Low Risk,84.0,3.0
94114,30574,75727,943_20180426,April,76.0,Moderate Risk,28.0,7.0
94114,30574,75727,1352_20180620,June,74.0,Low Risk,38.0,3.0
94114,30574,75727,7210_20171110,November,98.0,Low Risk,28.0,7.0
94114,30574,75727,3850_20181009,October,90.0,Low Risk,38.0,3.0
94114,30574,75727,2721_20190821,August,84.0,Moderate Risk,37.0,3.0
94114,30574,75727,2274_20181106,November,94.0,Low Risk,28.0,7.0
94114,30574,75727,2863_20170830,August,88.0,Low Risk,84.0,3.0
94114,30574,75727,4987_20170630,June,86.0,Moderate Risk,38.0,3.0
94114,30574,75727,35464_20180111,January,89.0,Moderate Risk,84.0,3.0
94114,30574,75727,38070_20171116,November,88.0,Moderate Risk,28.0,7.0
94114,30574,75727,36014_20180221,February,85.0,Low Risk,28.0,3.0
94114,30574,75727,19205_20170906,September,92.0,Low Risk,37.0,3.0
94114,30574,75727,5815_20190228,February,93.0,High Risk,84.0,3.0
94114,30574,75727,37234_20170720,July,91.0,High Risk,37.0,3.0
94114,30574,75727,1332_20171016,October,87.0,Low Risk,52.0,3.0
94114,30574,75727,3825_20180724,July,90.0,Low Risk,38.0,3.0
94114,30574,75727,60445_20171010,October,92.0,Moderate Risk,38.0,3.0
94114,30574,75727,3850_20190924,September,88.0,Low Risk,38.0,3.0
94114,30574,75727,4978_20171010,October,70.0,Moderate Risk,84.0,3.0
94114,30574,75727,2759_20180516,May,84.0,Low Risk,28.0,7.0
94114,30574,75727,3331_20181015,October,94.0,Moderate Risk,38.0,3.0
94114,30574,75727,4434_20171108,November,89.0,High Risk,84.0,3.0
94114,30574,75727,5892_20170927,September,96.0,Low Risk,37.0,3.0
94114,30574,75727,18825_20181126,November,78.0,High Risk,84.0,3.0
94114,30574,75727,63156_20181017,October,84.0,Moderate Risk,38.0,3.0
94114,30574,75727,60400_20170905,September,87.0,High Risk,38.0,3.0
94114,30574,75727,5815_20181016,October,93.0,High Risk,84.0,3.0
94114,30574,75727,2863_20180502,May,92.0,Moderate Risk,84.0,3.0
94114,30574,75727,1289_20170822,August,85.0,Low Risk,115.0,3.0
94114,30574,75727,2863_20190805,August,85.0,Low Risk,84.0,3.0
94114,30574,75727,62771_20180418,April,90.0,Low Risk,38.0,3.0
94114,30574,75727,2721_20170816,August,80.0,Low Risk,37.0,3.0
94114,30574,75727,7207_20180605,June,82.0,Moderate Risk,28.0,7.0
94114,30574,75727,2750_20180801,August,88.0,Moderate Risk,84.0,3.0
94114,30574,75727,3850_20180131,January,87.0,Low Risk,38.0,3.0
94114,30574,75727,18825_20190918,September,85.0,Low Risk,84.0,3.0
94114,30574,75727,38070_20181026,October,82.0,Moderate Risk,28.0,7.0
94114,30574,75727,2274_20190625,June,92.0,Moderate Risk,28.0,7.0
94114,30574,75727,18825_20180221,February,86.0,Moderate Risk,84.0,3.0
94114,30574,75727,63156_20181017,October,84.0,Moderate Risk,38.0,3.0
94114,30574,75727,60400_20170905,September,87.0,Low Risk,38.0,3.0
94114,30574,75727,5000_20170628,June,90.0,Low Risk,38.0,3.0
94114,30574,75727,5000_20190723,July,96.0,Low Risk,38.0,3.0
94114,30574,75727,35317_20171205,December,90.0,Low Risk,28.0,7.0
94114,30574,75727,3825_20180724,July,90.0,Moderate Risk,38.0,3.0
94114,30574,75727,3331_20171127,November,94.0,Low Risk,38.0,3.0
94114,30574,75727,4479_20170105,January,92.0,Low Risk,28.0,7.0
94114,30574,75727,19205_20170906,September,92.0,Moderate Risk,37.0,3.0
94114,30574,75727,26025_20181010,October,87.0,High Risk,38.0,3.0
94114,30574,75727,4509_20170209,February,89.0,Moderate Risk,28.0,3.0
94114,30574,75727,4978_20190812,August,96.0,Moderate Risk,84.0,3.0
94114,30574,75727,1124_20190411,April,96.0,Moderate Risk,28.0,7.0
94114,30574,75727,1631_20190904,September,79.0,High Risk,84.0,3.0
94114,30574,75727,4480_20190701,July,96.0,Low Risk,84.0,3.0
94114,30574,75727,20327_20171107,November,83.0,Moderate Risk,84.0,3.0
94114,30574,75727,1352_20180620,June,74.0,Moderate Risk,38.0,3.0
94114,30574,75727,2759_20170103,January,88.0,Low Risk,28.0,7.0
94114,30574,75727,3825_20170717,July,87.0,High Risk,38.0,3.0
94114,30574,75727,315_20180723,July,84.0,Moderate Risk,38.0,3.0
94114,30574,75727,1352_20190819,August,83.0,Low Risk,38.0,3.0
94114,30574,75727,1352_20161129,November,86.0,Low Risk,38.0,3.0
94114,30574,75727,4483_20190903,September,92.0,Low Risk,84.0,3.0
94114,30574,75727,35862_20180125,January,78.0,High Risk,84.0,3.0
94114,30574,75727,1103_20161129,November,98.0,Low Risk,38.0,3.0
94114,30574,75727,2721_20180718,July,85.0,Low Risk,37.0,3.0
94114,30574,75727,1332_20180524,May,92.0,Moderate Risk,52.0,3.0
94114,30574,75727,25777_20170721,July,85.0,Moderate Risk,37.0,3.0
94114,30574,75727,1280_20180327,March,92.0,Moderate Risk,28.0,7.0
94114,30574,75727,35464_20180111,January,89.0,High Risk,84.0,3.0
94114,30574,75727,2750_20170823,August,84.0,Moderate Risk,84.0,3.0
94114,30574,75727,902_20170630,June,94.0,Low Risk,38.0,3.0
94114,30574,75727,1609_20180425,April,76.0,Moderate Risk,84.0,3.0
94114,30574,75727,943_20180426,April,76.0,Low Risk,28.0,7.0
94114,30574,75727,4479_20190412,April,79.0,Moderate Risk,28.0,7.0
94114,30574,75727,1609_20180425,April,76.0,High Risk,84.0,3.0
94114,30574,75727,36014_20190709,July,83.0,High Risk,28.0,3.0
94114,30574,75727,19205_20190919,September,94.0,Low Risk,37.0,3.0
94114,30574,75727,36614_20180725,July,83.0,Low Risk,38.0,3.0
94114,30574,75727,36014_20190709,July,83.0,Low Risk,28.0,3.0
94114,30574,75727,4500_20170907,September,85.0,High Risk,37.0,3.0
94114,30574,75727,315_20170905,September,87.0,High Risk,38.0,3.0
94114,30574,75727,7210_20190411,April,96.0,Low Risk,28.0,7.0
94114,30574,75727,1434_20180712,July,92.0,Moderate Risk,84.0,3.0
94114,30574,75727,3834_20170209,February,90.0,Low Risk,28.0,3.0
94114,30574,75727,2759_20190424,April,83.0,Low Risk,28.0,7.0
94114,30574,75727,4479_20190412,April,79.0,Moderate Risk,28.0,7.0
94114,30574,75727,943_20180426,April,76.0,Moderate Risk,28.0,7.0
94114,30574,75727,315_20190723,July,94.0,Low Risk,38.0,3.0
94114,30574,75727,1124_20171114,November,80.0,Low Risk,28.0,7.0
94114,30574,75727,7207_20180605,June,82.0,Moderate Risk,28.0,7.0
94114,30574,75727,2274_20171205,December,98.0,Low Risk,28.0,7.0
94114,30574,75727,35862_20161205,December,94.0,Moderate Risk,84.0,3.0
94114,30574,75727,3850_20161215,December,87.0,Moderate Risk,38.0,3.0
94114,30574,75727,3846_20180418,April,90.0,Moderate Risk,37.0,3.0
94114,30574,75727,4474_20180820,August,96.0,Moderate Risk,38.0,3.0
94114,30574,75727,2721_20190821,August,84.0,Low Risk,37.0,3.0
94114,30574,75727,943_20161104,November,87.0,Moderate Risk,28.0,7.0
